trial,width,height,density,mode,ok,ms,expansions,path_cells
24,50,50,0.3,astar,True,4.2978,1127,101
24,50,50,0.3,jps4,True,3.2811,649,101
25,50,50,0.3,dijkstra,True,5.3665,1694,101
25,50,50,0.3,astar,True,1.2426,402,101
25,50,50,0.3,jps4,True,1.1632,231,101
26,50,50,0.3,dijkstra,True,5.5711,1727,100
26,50,50,0.3,astar,True,4.4043,1323,100
26,50,50,0.3,jps4,True,4.7902,748,100
27,50,50,0.3,dijkstra,True,4.7267,1623,113
27,50,50,0.3,astar,True,4.1463,1096,113
27,50,50,0.3,jps4,True,3.3017,673,113
28,50,50,0.3,dijkstra,True,5.7479,1741,100
28,50,50,0.3,astar,True,3.3035,1025,100
28,50,50,0.3,jps4,True,2.9315,558,100
29,50,50,0.3,dijkstra,True,4.7591,1695,96
29,50,50,0.3,astar,True,1.7865,552,96
29,50,50,0.3,jps4,True,1.7213,292,96
0,50,50,0.35,dijkstra,True,4.3328,1502,103
0,50,50,0.35,astar,True,4.587,1246,103
0,50,50,0.35,jps4,True,3.9963,760,103
1,50,50,0.35,dijkstra,True,5.8942,1459,92
1,50,50,0.35,astar,True,2.38,718,92
1,50,50,0.35,jps4,True,2.558,429,92
2,50,50,0.35,dijkstra,True,4.6269,1546,106
2,50,50,0.35,astar,True,1.7553,589,106
2,50,50,0.35,jps4,True,1.8865,382,106
3,50,50,0.35,dijkstra,True,4.3352,1505,134
3,50,50,0.35,astar,True,3.1915,1017,134
3,50,50,0.35,jps4,True,3.6835,630,134
4,50,50,0.35,dijkstra,True,4.035,1448,153
4,50,50,0.35,astar,True,4.0239,1032,153
4,50,50,0.35,jps4,True,2.7899,586,153
5,50,50,0.35,dijkstra,True,0.1574,59,18
5,50,50,0.35,astar,True,0.1064,34,18
5,50,50,0.35,jps4,True,0.0823,15,18
6,50,50,0.35,dijkstra,True,4.4078,1581,104
6,50,50,0.35,astar,True,2.9763,858,104
6,50,50,0.35,jps4,True,3.0812,520,104
7,50,50,0.35,dijkstra,True,4.6709,1500,108
7,50,50,0.35,astar,True,3.3647,786,108
7,50,50,0.35,jps4,True,2.1894,446,108
8,50,50,0.35,dijkstra,True,4.9802,1606,101
8,50,50,0.35,astar,True,3.9199,1267,101
8,50,50,0.35,jps4,True,4.1058,806,101
9,50,50,0.35,dijkstra,True,4.044,1424,124
9,50,50,0.35,astar,True,3.1899,959,124
9,50,50,0.35,jps4,True,3.0566,596,124
10,50,50,0.35,dijkstra,True,4.055,1467,134
10,50,50,0.35,astar,True,4.7073,1301,134
10,50,50,0.35,jps4,True,4.0309,815,134
11,50,50,0.35,dijkstra,True,4.7566,1461,128
11,50,50,0.35,astar,True,3.8003,1279,128
11,50,50,0.35,jps4,True,9.0451,762,128
12,50,50,0.35,dijkstra,True,4.3681,1424,134
12,50,50,0.35,astar,True,2.9595,1019,134
12,50,50,0.35,jps4,True,2.8372,616,134
13,50,50,0.35,dijkstra,True,4.3579,1556,150
13,50,50,0.35,astar,True,4.0558,1320,150
13,50,50,0.35,jps4,True,3.4396,771,150
14,50,50,0.35,dijkstra,True,4.6224,1450,130
14,50,50,0.35,astar,True,3.3883,1108,130
14,50,50,0.35,jps4,True,3.1837,642,130
15,50,50,0.35,dijkstra,True,4.3507,1474,103
15,50,50,0.35,astar,True,2.0593,670,103
15,50,50,0.35,jps4,True,2.6515,399,103
16,50,50,0.35,dijkstra,True,1.2026,434,61
16,50,50,0.35,astar,True,0.4679,156,61
16,50,50,0.35,jps4,True,0.4659,93,61
17,50,50,0.35,dijkstra,True,4.1863,1541,134
17,50,50,0.35,astar,True,2.7442,897,134
17,50,50,0.35,jps4,True,2.7699,531,134
18,50,50,0.35,dijkstra,True,3.5249,1269,136
18,50,50,0.35,astar,True,3.2251,1050,136
18,50,50,0.35,jps4,True,3.3082,631,136
19,50,50,0.35,dijkstra,True,0.0,0,2
19,50,50,0.35,astar,True,0.0,0,2
19,50,50,0.35,jps4,True,0.0,0,2
20,50,50,0.35,dijkstra,True,4.3371,1486,104
20,50,50,0.35,astar,True,1.2464,407,104
20,50,50,0.35,jps4,True,1.141,246,104
21,50,50,0.35,dijkstra,True,0.3145,115,33
21,50,50,0.35,astar,True,0.1879,66,33
21,50,50,0.35,jps4,True,0.1834,39,33
22,50,50,0.35,dijkstra,True,4.1947,1515,111
22,50,50,0.35,astar,True,3.565,1161,111
22,50,50,0.35,jps4,True,3.278,689,111
23,50,50,0.35,dijkstra,True,4.4291,1591,115
23,50,50,0.35,astar,True,3.7638,913,115
23,50,50,0.35,jps4,True,2.5778,546,115
24,50,50,0.35,dijkstra,True,5.164,1507,130
24,50,50,0.35,astar,True,3.0175,1004,130
24,50,50,0.35,jps4,True,3.1915,614,130
25,50,50,0.35,dijkstra,True,3.7585,1317,113
25,50,50,0.35,astar,True,3.4453,1084,113
25,50,50,0.35,jps4,True,4.3059,647,113
26,50,50,0.35,dijkstra,True,1.7249,623,81
26,50,50,0.35,astar,True,0.9542,315,81
26,50,50,0.35,jps4,True,0.8594,187,81
27,50,50,0.35,dijkstra,True,1.7755,581,104
27,50,50,0.35,astar,True,1.4723,401,104
27,50,50,0.35,jps4,True,1.1008,229,104
28,50,50,0.35,dijkstra,True,3.7608,1268,112
28,50,50,0.35,astar,True,2.7944,900,112
28,50,50,0.35,jps4,True,2.7081,554,112
29,50,50,0.35,dijkstra,True,4.5313,1542,103
29,50,50,0.35,astar,True,3.7515,1147,103
29,50,50,0.35,jps4,True,4.0305,729,103
