trial,width,height,density,mode,ok,ms,expansions,path_cells
0,50,50,0.4,dijkstra,True,2.9211,1093,169
0,50,50,0.4,astar,True,3.3156,901,169
0,50,50,0.4,jps4,True,2.694,550,169
1,50,50,0.4,dijkstra,True,0.0358,11,7
1,50,50,0.4,astar,True,0.0243,8,7
1,50,50,0.4,jps4,True,0.0319,6,7
2,50,50,0.4,dijkstra,True,0.7939,291,69
2,50,50,0.4,astar,True,0.4286,153,69
2,50,50,0.4,jps4,True,0.4465,101,69
3,50,50,0.4,dijkstra,True,4.8063,1268,124
3,50,50,0.4,astar,True,3.0363,935,124
3,50,50,0.4,jps4,True,2.8487,586,124
4,50,50,0.4,dijkstra,True,0.299,70,28
4,50,50,0.4,astar,True,0.1645,59,28
4,50,50,0.4,jps4,True,0.1738,35,28
5,50,50,0.4,dijkstra,True,0.0,0,2
5,50,50,0.4,astar,True,0.0,0,2
5,50,50,0.4,jps4,True,0.0,0,2
6,50,50,0.4,dijkstra,True,0.0106,3,3
6,50,50,0.4,astar,True,0.0098,3,3
6,50,50,0.4,jps4,True,0.0136,3,3
7,50,50,0.4,dijkstra,True,0.1678,57,27
7,50,50,0.4,astar,True,0.1526,51,27
7,50,50,0.4,jps4,True,0.1468,31,27
8,50,50,0.4,dijkstra,True,0.0206,7,6
8,50,50,0.4,astar,True,0.0409,7,6
8,50,50,0.4,jps4,True,0.028,6,6
9,50,50,0.4,dijkstra,True,0.452,115,33
9,50,50,0.4,astar,True,0.199,70,33
9,50,50,0.4,jps4,True,0.1957,43,33
10,50,50,0.4,dijkstra,True,2.9191,949,133
10,50,50,0.4,astar,True,3.2602,824,133
10,50,50,0.4,jps4,True,2.2807,513,133
11,50,50,0.4,dijkstra,True,3.0934,1147,125
11,50,50,0.4,astar,True,2.2395,721,125
11,50,50,0.4,jps4,True,1.9072,402,125
12,50,50,0.4,dijkstra,True,2.3256,859,158
12,50,50,0.4,astar,True,2.6081,785,158
12,50,50,0.4,jps4,True,2.3029,451,158
13,50,50,0.4,dijkstra,True,1.6667,535,93
13,50,50,0.4,astar,True,1.377,480,93
13,50,50,0.4,jps4,True,1.917,290,93
14,50,50,0.4,dijkstra,True,1.1771,443,88
14,50,50,0.4,astar,True,1.0195,347,88
14,50,50,0.4,jps4,True,0.9862,215,88
15,50,50,0.4,dijkstra,True,3.2567,1102,121
15,50,50,0.4,astar,True,2.6332,882,121
15,50,50,0.4,jps4,True,2.5583,537,121
16,50,50,0.4,dijkstra,True,0.2647,77,24
16,50,50,0.4,astar,True,0.2302,61,24
16,50,50,0.4,jps4,True,0.1885,40,24
17,50,50,0.4,dijkstra,True,0.9052,343,83
17,50,50,0.4,astar,True,0.8717,305,83
17,50,50,0.4,jps4,True,1.4502,185,83
18,50,50,0.4,dijkstra,True,2.6735,970,131
18,50,50,0.4,astar,True,2.0346,682,131
18,50,50,0.4,jps4,True,2.1724,402,131
19,50,50,0.4,dijkstra,True,3.0002,1066,167
19,50,50,0.4,astar,True,2.721,904,167
19,50,50,0.4,jps4,True,2.9215,534,167
20,50,50,0.4,dijkstra,True,2.4762,902,125
20,50,50,0.4,astar,True,2.0357,689,125
20,50,50,0.4,jps4,True,1.9225,431,125
21,50,50,0.4,dijkstra,True,4.0674,1214,155
21,50,50,0.4,astar,True,1.9349,666,155
21,50,50,0.4,jps4,True,2.07,388,155
22,50,50,0.4,dijkstra,True,3.2357,1199,129
22,50,50,0.4,astar,True,2.841,926,129
22,50,50,0.4,jps4,True,4.1998,557,129
23,50,50,0.4,dijkstra,True,2.8654,1027,103
23,50,50,0.4,astar,True,1.6572,549,103
23,50,50,0.4,jps4,True,2.5881,350,103
24,50,50,0.4,dijkstra,True,2.2596,839,78
24,50,50,0.4,astar,True,1.5078,506,78
24,50,50,0.4,jps4,True,1.4918,322,78
25,50,50,0.4,dijkstra,True,0.0561,16,8
25,50,50,0.4,astar,True,0.0289,8,8
25,50,50,0.4,jps4,True,0.0312,6,8
26,50,50,0.4,dijkstra,True,2.6142,949,134
26,50,50,0.4,astar,True,2.4413,740,134
26,50,50,0.4,jps4,True,2.2039,452,134
27,50,50,0.4,dijkstra,True,1.7816,643,103
27,50,50,0.4,astar,True,1.3645,475,103
27,50,50,0.4,jps4,True,1.3722,291,103
28,50,50,0.4,dijkstra,True,3.2343,1178,128
28,50,50,0.4,astar,True,3.0073,959,128
28,50,50,0.4,jps4,True,3.3752,580,128
29,50,50,0.4,dijkstra,True,0.9366,357,57
29,50,50,0.4,astar,True,0.6179,210,57
29,50,50,0.4,jps4,True,0.6892,144,57
