trial,width,height,density,mode,ok,ms,expansions,path_cells
26,100,100,0.35,astar,True,16.0326,4380,216
26,100,100,0.35,jps4,True,13.8871,2649,216
27,100,100,0.35,dijkstra,True,19.088,6086,210
27,100,100,0.35,astar,True,16.9123,4886,210
27,100,100,0.35,jps4,True,18.0058,3013,210
28,100,100,0.35,dijkstra,True,18.8614,5871,214
28,100,100,0.35,astar,True,4.1257,1236,214
28,100,100,0.35,jps4,True,3.7112,715,214
29,100,100,0.35,dijkstra,True,19.7741,5984,219
29,100,100,0.35,astar,True,11.1969,3131,219
29,100,100,0.35,jps4,True,9.6172,1926,219
0,100,100,0.4,dijkstra,True,0.042,7,7
0,100,100,0.4,astar,True,0.0439,7,7
0,100,100,0.4,jps4,True,0.0538,4,7
1,100,100,0.4,dijkstra,True,29.5607,3781,291
1,100,100,0.4,astar,True,13.1227,2986,291
1,100,100,0.4,jps4,True,10.2059,1845,291
2,100,100,0.4,dijkstra,True,3.9405,1387,160
2,100,100,0.4,astar,True,2.6178,776,160
2,100,100,0.4,jps4,True,2.4111,460,160
3,100,100,0.4,dijkstra,True,5.606,1660,162
3,100,100,0.4,astar,True,3.4448,1088,162
3,100,100,0.4,jps4,True,3.0924,674,162
4,100,100,0.4,dijkstra,True,13.0378,4214,393
4,100,100,0.4,astar,True,12.7755,4101,393
4,100,100,0.4,jps4,True,12.4732,2484,393
5,100,100,0.4,dijkstra,True,0.8345,296,71
5,100,100,0.4,astar,True,0.8443,260,71
5,100,100,0.4,jps4,True,1.0794,156,71
6,100,100,0.4,dijkstra,True,12.4974,3810,338
6,100,100,0.4,astar,True,11.7817,3580,338
6,100,100,0.4,jps4,True,10.8909,2145,338
7,100,100,0.4,dijkstra,True,1.7724,482,87
7,100,100,0.4,astar,True,0.9885,327,87
7,100,100,0.4,jps4,True,0.9889,200,87
8,100,100,0.4,dijkstra,True,0.6216,230,51
8,100,100,0.4,astar,True,0.5004,152,51
8,100,100,0.4,jps4,True,0.4243,84,51
9,100,100,0.4,dijkstra,True,13.9026,4594,351
9,100,100,0.4,astar,True,14.2497,4286,351
9,100,100,0.4,jps4,True,13.0479,2618,351
10,100,100,0.4,dijkstra,True,0.113,34,22
10,100,100,0.4,astar,True,0.1148,33,22
10,100,100,0.4,jps4,True,0.12,17,22
11,100,100,0.4,dijkstra,True,13.773,4317,232
11,100,100,0.4,astar,True,10.5835,2952,232
11,100,100,0.4,jps4,True,9.1712,1781,232
12,100,100,0.4,dijkstra,True,11.8522,3715,317
12,100,100,0.4,astar,True,12.3825,3637,317
12,100,100,0.4,jps4,True,11.4185,2258,317
13,100,100,0.4,dijkstra,True,15.2249,4892,419
13,100,100,0.4,astar,True,17.0094,4884,419
13,100,100,0.4,jps4,True,14.9016,2915,419
14,100,100,0.4,dijkstra,True,2.2585,846,98
14,100,100,0.4,astar,True,1.3791,451,98
14,100,100,0.4,jps4,True,1.4475,267,98
15,100,100,0.4,dijkstra,True,11.0514,3763,403
15,100,100,0.4,astar,True,11.7596,3591,403
15,100,100,0.4,jps4,True,11.2657,2186,403
16,100,100,0.4,dijkstra,True,11.3715,3359,353
16,100,100,0.4,astar,True,10.0892,2959,353
16,100,100,0.4,jps4,True,8.8819,1757,353
17,100,100,0.4,dijkstra,True,13.5815,4452,257
17,100,100,0.4,astar,True,8.9063,2676,257
17,100,100,0.4,jps4,True,8.4974,1671,257
18,100,100,0.4,dijkstra,True,13.0028,4053,284
18,100,100,0.4,astar,True,9.7452,2938,284
18,100,100,0.4,jps4,True,8.9629,1737,284
19,100,100,0.4,dijkstra,True,0.1638,51,18
19,100,100,0.4,astar,True,0.1105,35,18
19,100,100,0.4,jps4,True,0.1255,26,18
20,100,100,0.4,dijkstra,True,14.4703,4707,278
20,100,100,0.4,astar,True,10.3415,3302,278
20,100,100,0.4,jps4,True,9.9735,2004,278
21,100,100,0.4,dijkstra,True,10.7174,3588,245
21,100,100,0.4,astar,True,5.3986,1800,245
21,100,100,0.4,jps4,True,5.3778,1115,245
22,100,100,0.4,dijkstra,True,13.5048,4326,316
22,100,100,0.4,astar,True,13.0028,3797,316
22,100,100,0.4,jps4,True,11.2488,2338,316
23,100,100,0.4,dijkstra,True,0.2683,93,29
23,100,100,0.4,astar,True,0.268,90,29
23,100,100,0.4,jps4,True,0.2507,54,29
24,100,100,0.4,dijkstra,True,0.269,89,31
24,100,100,0.4,astar,True,0.1953,56,31
24,100,100,0.4,jps4,True,0.2189,41,31
25,100,100,0.4,dijkstra,True,0.1377,43,20
25,100,100,0.4,astar,True,0.1288,33,20
25,100,100,0.4,jps4,True,0.432,21,20
26,100,100,0.4,dijkstra,True,9.4613,2852,238
26,100,100,0.4,astar,True,8.4978,2278,238
26,100,100,0.4,jps4,True,7.3403,1414,238
27,100,100,0.4,dijkstra,True,2.4719,779,134
27,100,100,0.4,astar,True,1.7154,536,134
27,100,100,0.4,jps4,True,1.4155,318,134
28,100,100,0.4,dijkstra,True,0.3983,142,50
28,100,100,0.4,astar,True,0.349,112,50
28,100,100,0.4,jps4,True,0.3787,75,50
29,100,100,0.4,dijkstra,True,8.3435,2882,265
29,100,100,0.4,astar,True,7.7726,2401,265
29,100,100,0.4,jps4,True,6.9148,1449,265
