density,trial,mode,ok,ms,expansions,path_cells
0.28,5,jps4,True,5.6669,954,104
0.28,6,dijkstra,True,5.2154,1735,109
0.28,6,astar,True,5.7888,1535,109
0.28,6,jps4,True,4.7948,904,109
0.28,7,dijkstra,True,5.1911,1719,101
0.28,7,astar,True,2.6522,824,101
0.28,7,jps4,True,2.8069,458,101
0.28,8,dijkstra,True,0.0264,5,4
0.28,8,astar,True,0.0143,4,4
0.28,8,jps4,True,0.0251,4,4
0.28,9,dijkstra,True,6.3716,1742,110
0.28,9,astar,True,2.2785,713,110
0.28,9,jps4,True,2.24,387,110
0.28,10,dijkstra,True,5.2118,1785,96
0.28,10,astar,True,1.9628,555,96
0.28,10,jps4,True,2.239,288,96
0.28,11,dijkstra,True,5.8319,1784,101
0.28,11,astar,True,3.9088,1229,101
0.28,11,jps4,True,3.7301,687,101
0.28,12,dijkstra,True,5.2288,1783,106
0.28,12,astar,True,2.652,810,106
0.28,12,jps4,True,2.8671,443,106
0.28,13,dijkstra,True,5.2991,1762,98
0.28,13,astar,True,4.6206,1420,98
0.28,13,jps4,True,4.2448,798,98
0.28,14,dijkstra,True,5.4654,1772,98
0.28,14,astar,True,2.5059,635,98
0.28,14,jps4,True,2.6634,361,98
0.28,15,dijkstra,True,5.1506,1767,109
0.28,15,astar,True,4.6505,1352,109
0.28,15,jps4,True,4.0,779,109
0.28,16,dijkstra,True,6.4104,1768,98
0.28,16,astar,True,1.9046,579,98
0.28,16,jps4,True,1.7363,309,98
0.28,17,dijkstra,True,5.1076,1786,99
0.28,17,astar,True,3.0415,945,99
0.28,17,jps4,True,2.9017,459,99
0.28,18,dijkstra,True,5.0619,1731,100
0.28,18,astar,True,3.8324,1205,100
0.28,18,jps4,True,3.6532,714,100
0.28,19,dijkstra,True,5.3881,1820,97
0.28,19,astar,True,2.3441,747,97
0.28,19,jps4,True,2.0677,387,97
0.28,20,dijkstra,True,5.2806,1800,98
0.28,20,astar,True,5.1214,1197,98
0.28,20,jps4,True,3.4409,651,98
0.28,21,dijkstra,True,5.7992,1731,96
0.28,21,astar,True,1.4241,432,96
0.28,21,jps4,True,1.1799,215,96
0.28,22,dijkstra,True,5.2956,1771,100
0.28,22,astar,True,4.3671,1317,100
0.28,22,jps4,True,4.2303,750,100
0.28,23,dijkstra,True,5.9978,1818,108
0.28,23,astar,True,5.7174,1738,108
0.28,23,jps4,True,5.8113,1028,108
0.4,0,dijkstra,True,2.3397,882,124
0.4,0,astar,True,1.5276,520,124
0.4,0,jps4,True,1.3999,312,124
0.4,1,dijkstra,True,2.5085,792,107
0.4,1,astar,True,1.9818,662,107
0.4,1,jps4,True,2.0567,394,107
0.4,2,dijkstra,True,0.0683,13,8
0.4,2,astar,True,0.0422,12,8
0.4,2,jps4,True,0.0411,8,8
0.4,3,dijkstra,True,2.3116,877,169
0.4,3,astar,True,2.5518,872,169
0.4,3,jps4,True,2.4728,558,169
0.4,4,dijkstra,True,0.4006,151,44
0.4,4,astar,True,0.3689,127,44
0.4,4,jps4,True,0.3767,80,44
0.4,5,dijkstra,True,0.0095,3,3
0.4,5,astar,True,0.0146,3,3
0.4,5,jps4,True,0.0155,3,3
0.4,6,dijkstra,True,2.9228,1033,102
0.4,6,astar,True,2.0062,693,102
0.4,6,jps4,True,2.1636,423,102
0.4,7,dijkstra,True,3.3713,1220,151
0.4,7,astar,True,3.6669,1209,151
0.4,7,jps4,True,3.4542,727,151
0.4,8,dijkstra,True,0.4468,160,40
0.4,8,astar,True,0.3851,127,40
0.4,8,jps4,True,0.3706,79,40
0.4,9,dijkstra,True,0.3816,143,44
0.4,9,astar,True,0.2819,101,44
0.4,9,jps4,True,0.2869,64,44
0.4,10,dijkstra,True,0.8185,316,60
0.4,10,astar,True,0.5208,183,60
0.4,10,jps4,True,0.5138,111,60
0.4,11,dijkstra,True,0.9823,362,74
0.4,11,astar,True,0.8964,300,74
0.4,11,jps4,True,0.7975,163,74
0.4,12,dijkstra,True,3.3713,1120,152
0.4,12,astar,True,1.7364,601,152
0.4,12,jps4,True,1.549,355,152
0.4,13,dijkstra,True,3.4507,1027,113
0.4,13,astar,True,1.9225,672,113
0.4,13,jps4,True,1.8339,382,113
0.4,14,dijkstra,True,2.4633,924,96
0.4,14,astar,True,1.9548,630,96
0.4,14,jps4,True,1.8072,377,96
0.4,15,dijkstra,True,2.6236,969,154
0.4,15,astar,True,3.3127,851,154
0.4,15,jps4,True,2.2329,520,154
0.4,16,dijkstra,True,1.9205,731,156
0.4,16,astar,True,1.9918,682,156
0.4,16,jps4,True,1.9365,414,156
0.4,17,dijkstra,True,0.4555,168,52
0.4,17,astar,True,0.4284,147,52
0.4,17,jps4,True,0.4522,101,52
0.4,18,dijkstra,True,0.718,249,56
0.4,18,astar,True,0.6222,162,56
0.4,18,jps4,True,0.4535,94,56
0.4,19,dijkstra,True,0.1578,56,19
0.4,19,astar,True,0.1191,41,19
0.4,19,jps4,True,0.1394,30,19
0.4,20,dijkstra,True,0.0232,4,3
0.4,20,astar,True,0.0168,4,3
0.4,20,jps4,True,0.0204,4,3
0.4,21,dijkstra,True,1.5608,536,113
0.4,21,astar,True,1.4721,505,113
0.4,21,jps4,True,1.4662,297,113
0.4,22,dijkstra,True,3.3079,1236,148
0.4,22,astar,True,2.8118,955,148
0.4,22,jps4,True,3.4134,601,148
0.4,23,dijkstra,True,1.7319,650,106
0.4,23,astar,True,1.4652,491,106
0.4,23,jps4,True,1.7628,309,106
